Name,Description,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Kidney - Medulla,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000171135.13,JAGN1,46.293,45.5966,64.5814,38.1229,39.2384,36.8668,40.7889,12.0083,13.3533,16.1014,28.1389,26.7533,16.322,17.8475,12.5806,18.516,16.3894,14.2975,21.6602,14.1919,45.0236,67.6304,60.3381,42.8313,53.0352,36.8543,35.0362,34.6255,27.9971,33.9306,48.6223,16.2527,13.5984,18.3115,32.3,25.7635,35.798,33.0495,26.7551,47.2698,45.8927,26.5189,34.0449,39.0603,41.9837,44.0298,37.8138,30.5192,38.7687,32.835,35.7048,51.3791,40.8633,13.9969
ENSG00000163701.18,IL17RE,14.7073,10.7067,2.20893,13.7361,22.6455,24.547,5.51598,0.967327,1.25209,3.48597,19.4523,17.7435,1.32565,1.42717,0.801408,1.26386,4.42428,2.64266,0.711119,0.673013,14.0535,4.42572,0.406205,9.31026,7.60262,5.07955,22.5522,2.89534,18.1349,2.78282,8.52276,1.65863,0.530985,3.86418,7.41194,2.74796,15.01,15.6947,0.606464,10.5924,2.35326,7.47546,4.87907,15.3529,60.8929,66.9014,20.6012,2.94096,22.8602,1.30082,12.5619,5.78584,20.8894,0.286156
ENSG00000163702.18,IL17RC,44.8126,37.9832,66.3399,52.2398,45.1733,49.6705,55.7887,14.4763,14.8518,11.8755,12.6027,14.9864,16.7911,14.6824,10.6628,10.5708,11.4051,10.3915,9.88622,12.3002,57.4931,33.2115,1.44435,58.6192,63.493,79.464,38.3203,60.7466,44.9837,57.3924,58.2567,23.7759,16.6881,24.3656,23.7629,49.3241,30.1104,52.5884,18.3576,59.3599,59.8068,15.4589,121.976,98.0032,78.5811,74.6721,36.1143,22.3022,32.548,10.2464,67.0929,69.0931,65.8936,1.74728
ENSG00000212327.1,RNU6-882P,0.831337,0.461023,0.940738,0.574465,0.598686,0.494158,0.842664,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16623,0.444084,0,1.38414,0.639352,0.901121,0.640654,0.744439,0.818517,0.691295,1.23357,0.313327,0.169051,0.24583,0.266946,0.389912,0.485544,1.08646,0.191246,1.07133,1.17431,0.338268,1.63188,1.23778,2.02522,1.71864,0.625023,0.391419,0.519361,0,1.1979,0.953124,1.29858,0
ENSG00000163703.17,CRELD1,28.6499,35.637,36.1105,74.3039,54.012,55.2534,41.5777,19.7919,28.8208,34.1134,106.852,112.152,52.7325,54.568,21.8547,39.5259,36.8072,26.1148,24.619,21.7597,31.6407,16.5378,18.9839,32.7195,33.569,70.0936,34.3208,59.6888,16.9234,55.6504,69.6272,36.8094,27.5789,25.7451,25.7515,24.051,38.7749,32.479,24.337,41.5107,45.1232,11.7875,95.9742,62.6798,23.5677,20.9431,28.8466,31.9143,29.7096,39.9007,99.3614,55.1657,34.5857,6.06258
ENSG00000269894.1,RP11-1020A11.1,1.23187,0.90973,1.98152,2.79487,2.05993,2.32133,1.90691,0.92503,1.00296,1.03729,4.97439,4.75376,1.3175,1.25607,1.05826,1.58035,1.19298,0.92349,1.71034,1.03299,1.80783,0.786222,2.90526,1.42317,1.39864,2.44858,2.10169,2.15759,1.80967,2.11598,2.86247,0.521968,0.366885,1.55826,3.96369,0.9352,1.66072,2.68893,0.432032,2.11948,1.91654,0.941177,5.16735,2.83855,1.97204,1.73495,2.77005,3.12292,2.00898,2.11228,8.9877,2.45003,1.86123,0.254061
ENSG00000163704.11,PRRT3,2.34961,2.03463,3.0881,4.11358,3.55341,2.67023,4.34345,7.22143,11.0616,13.7294,23.5978,25.3466,19.5379,20.7276,7.66425,8.1264,16.0914,11.2926,4.51752,5.06624,2.5698,4.71815,11.7175,3.51688,3.71694,3.04301,1.61006,3.05965,1.90167,2.75321,3.45225,1.26075,0.480057,1.2867,1.89189,0.388401,2.10018,3.73233,1.12476,4.14744,3.80469,1.49237,22.9763,5.01627,3.37199,4.40086,2.02099,2.06671,1.42864,6.3622,5.59353,3.5408,2.84199,1.41048
ENSG00000230082.1,PRRT3-AS1,10.9498,11.2703,3.71296,5.93304,8.26686,5.58479,12.1114,1.3638,1.0536,1.1998,3.93725,4.14994,0.999998,1.00568,1.34865,1.76505,1.02671,1.1705,4.89864,2.26342,8.80243,9.60156,1.0896,7.52929,5.74119,7.79787,4.40603,6.49611,3.31093,5.7339,7.188,2.9802,1.30017,1.1472,2.22379,1.34879,3.26173,3.95748,13.6571,14.6439,8.27268,3.61864,2.91014,6.34374,2.33204,1.91649,2.38271,2.37602,3.21071,2.56714,4.72154,7.73172,6.24118,0.619969
ENSG00000269982.1,RP11-1020A11.2,2.39894,1.88109,1.51489,2.71339,2.63263,2.53487,3.48892,1.07715,1.24272,1.29,3.92675,3.73277,1.30868,1.49803,1.08988,1.26895,1.46714,1.09929,1.59925,1.1925,2.36651,1.72111,1.16487,3.40864,2.95536,2.69708,1.87333,2.5941,1.52668,2.35084,3.69883,1.04349,0.979057,0.785964,1.29625,0.53415,1.95228,2.27862,2.44097,4.55077,5.06545,0.90046,1.27224,2.84941,1.84574,1.94739,1.7642,1.79317,1.44568,1.639,3.97343,4.12894,2.86513,0.76063
ENSG00000125037.12,EMC3,53.7206,48.6299,40.453,38.2772,39.6967,41.1735,44.6836,18.7112,23.6344,23.6874,31.375,27.349,26.9619,34.0707,17.5603,24.3636,27.6057,19.5128,27.9259,22.6649,44.0092,53.9794,29.7122,35.2027,34.4958,35.1027,29.8984,40.8237,42.0705,41.0292,38.1399,29.4572,26.5127,18.6045,25.5225,18.8435,40.6756,36.537,76.318,35.4943,29.3011,13.5144,26.7216,30.4564,38.8331,42.8776,26.7121,27.7761,30.312,67.4062,48.5006,35.3443,35.3518,43.9776
ENSG00000180385.8,EMC3-AS1,1.72801,1.23635,0.74842,1.08724,1.20137,1.34967,2.46421,0.680674,0.910273,1.46514,4.23423,4.21511,1.50815,1.20493,0.745229,0.820659,2.13393,0.97933,0.700282,0.508264,1.75406,2.42295,6.4647,2.77763,4.18046,1.86368,1.57877,1.71427,1.78796,1.51033,3.39435,0.440927,0.228318,0.610832,0.50826,0.238478,1.43124,1.57151,0.535234,2.78582,4.21837,0.327879,1.26041,2.67014,1.53516,1.6392,2.219,2.67038,0.881061,3.58689,2.5459,2.94525,2.39841,0.422313
ENSG00000232901.1,CYCSP10,1.40619,1.04987,0.369819,0.72303,0.780073,0.767129,1.4761,0.25287,0.336768,0.383715,2.2597,2.5207,0.52441,0.478808,0.263196,0.447762,0.659301,0.207737,0.285137,0.19614,1.26263,1.43113,3.16722,1.81166,1.68005,1.23464,0.82072,1.32231,0.798936,1.08536,1.08042,0.480006,0.32018,0.353265,0.359314,0.0850336,0.726093,1.03061,0.36302,1.18951,1.90438,0.213183,1.26314,1.25124,0.641777,0.662856,1.01396,0.803691,0.518131,6.68204,2.17543,1.51028,1.11981,0
ENSG00000206567.9,AC022007.5,10.7025,9.22581,1.04274,1.64518,2.63186,2.00975,3.43319,1.30588,1.52387,1.61982,3.71552,3.53537,1.743,1.67879,1.17853,1.30067,1.93572,1.28632,0.921613,1.10416,7.35716,1.91859,1.50558,2.57103,3.41836,2.99737,1.88124,3.27849,1.80371,2.99458,4.53933,1.08566,0.618211,1.67672,2.93279,0.359365,2.06052,3.18845,0.973842,2.73403,2.79094,0.627448,3.49262,4.19961,1.35236,1.46414,1.65296,1.63941,1.55542,76.8426,9.15517,2.70487,2.15027,0.542058
ENSG00000186162.10,CIDECP,8.07869,7.00922,5.01035,8.72089,9.11177,9.34352,11.015,9.18713,10.3779,8.39901,15.9169,15.202,13.9088,15.3262,9.41654,6.49635,8.01326,7.73983,8.48733,7.28194,7.21795,9.03351,4.97515,8.08047,8.39738,9.72259,5.74832,10.1965,4.84878,10.4506,9.37891,3.49145,2.4722,3.85902,5.53883,2.49472,7.32044,5.23574,2.82722,8.52239,7.03703,1.67637,7.80068,9.11393,5.19356,5.67407,5.69097,6.87822,4.22081,8.91033,10.6396,9.67628,6.31746,5.54047
ENSG00000144554.10,FANCD2,1.91272,1.34159,0.930839,0.930762,1.20022,0.974307,1.84471,0.290816,0.313241,0.468027,1.29055,1.29586,0.54149,0.493807,0.33102,0.466078,0.679382,0.360132,0.707434,0.43963,2.28704,4.07272,29.3255,1.58221,1.83047,1.10922,2.1519,1.14478,3.72124,1.14703,2.30513,0.413372,0.213746,0.605972,1.39739,0.29572,2.51808,2.2665,0.247104,2.35651,3.55667,0.626009,1.11969,2.49922,3.28406,3.22277,4.48315,7.45287,1.44883,22.1558,1.56397,2.38784,2.56666,1.73237
ENSG00000201182.1,RNU6-670P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229217.1,CYCSP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163705.12,FANCD2OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201634,0,0.0217655,0,0,0,0,0,0.0167872,0,0.0220154,0,0,0,0.00659276,0,0,0.0702465,0,0,0,0,0,0.0232565,0,0,0,0,0,94.3589,0,0,0,0
ENSG00000254999.3,BRK1,282.129,249.801,161.896,370.601,361.188,408.514,314.397,125.649,175.137,132.119,176.545,160.095,170.413,214.387,108.484,146.517,165.034,110.041,135.075,120.452,277.482,309.098,238.59,339.129,319.899,319.107,198.575,328.39,238.664,312.016,307.148,125.574,93.0221,164.783,205.256,74.5679,263.967,202.231,127.817,340.673,305.262,74.422,204.944,257.691,241.512,251.609,191.812,221.906,168.998,327.921,279.198,329.461,279.631,135.989
ENSG00000134086.7,VHL,15.9963,14.1879,15.5978,15.041,15.0548,11.6079,15.0551,9.07422,10.2338,8.61498,29.8002,22.3603,9.46158,12.709,8.63894,11.1339,10.7611,6.38139,12.5773,7.35583,16.7531,30.1455,47.64,20.6414,22.6914,13.093,13.158,12.1054,15.8651,11.511,18.0739,6.21803,3.84112,6.89641,10.7547,7.38084,20.3767,17.0114,6.29122,17.9951,20.2502,7.16831,15.0265,17.3962,16.8734,16.8374,18.689,24.0985,11.1474,15.1527,20.5107,20.8106,18.9288,13.2361
ENSG00000134070.4,IRAK2,11.8048,6.9415,4.8248,7.50171,5.59717,4.60812,10.5762,2.19716,2.083,1.32349,6.6576,5.81566,2.67197,2.87824,1.91107,4.38238,1.17652,1.33646,4.74741,2.84932,7.54194,4.44784,11.5525,5.00734,5.36397,4.02515,2.78266,2.76764,9.2215,2.27162,3.27488,1.42558,0.897899,2.49884,4.86747,7.13271,14.8872,5.59434,12.2427,5.51873,2.23158,1.09766,1.87808,5.614,6.39265,8.59362,7.05767,7.8966,2.49692,3.44469,6.98191,4.09163,7.95616,3.36024
ENSG00000157014.10,TATDN2,23.8998,22.3297,18.4942,29.1702,26.4756,26.2626,26.5766,16.7438,20.3799,18.1191,32.6239,31.4335,25.5424,26.2434,15.6196,15.3818,20.1746,15,16.4762,12.7197,25.3821,28.6115,32.8807,41.0487,41.6233,23.3912,20.5364,24.9695,24.5348,23.7913,30.4666,12.462,8.13635,12.8027,19.8848,8.29017,30.588,24.5242,10.689,36.6069,46.9381,11.4767,29.8794,35.4718,29.1459,31.8801,25.0211,35.5014,19.1907,17.9518,39.9834,39.6317,31.4067,17.4224
ENSG00000231177.4,LINC00852,3.07253,2.51935,1.48949,2.49508,2.45596,2.0826,2.07785,0.84912,1.0579,1.6529,2.63656,2.79068,1.51834,1.5897,0.804254,0.610899,1.53469,1.32706,0.56544,0.4405,3.12793,1.25609,2.59469,2.65706,2.92521,1.9183,2.29488,1.93039,1.88891,1.78669,4.41107,0.78717,0.456416,0.943381,1.37117,0.789977,3.24115,2.08843,0.413506,3.10519,3.3332,1.0226,1.30564,2.19599,3.45197,3.31735,4.12088,4.94661,1.91091,2.29013,4.3549,3.20129,2.09584,1.62731
ENSG00000157017.15,GHRL,0.76256,0.584486,0.527755,0.72969,0.901116,0.606045,0.670784,0.360932,0.313839,0.395153,0.833867,0.966042,0.43459,0.371062,0.293535,0.392718,0.455863,0.317935,0.502293,0.444117,0.90317,0.213903,1.37468,1.0863,1.0746,0.622704,0.628273,0.522956,0.509028,0.46793,1.47633,0.262293,0.181205,0.577469,1.11038,0.381693,1.06678,0.989489,0.225988,1.8758,1.10136,1.47863,1.20412,1.48277,0.647757,0.742956,1.68251,2.98762,143.515,1.45984,2.66526,1.07707,0.773893,1.72145
ENSG00000240288.7,GHRLOS,1.32913,1.59569,1.12547,2.26939,2.20878,1.66024,1.69333,0.349495,0.554424,0.928134,1.48095,1.89736,1.01498,0.704626,0.358972,0.467672,0.985238,0.688875,0.460953,0.31235,1.57667,1.15118,1.55602,3.1623,2.42781,1.76983,1.43941,1.77586,1.49225,1.66519,3.12811,1.01325,0.623296,1.16763,1.69989,0.972301,2.16004,1.64504,0.812279,2.55893,2.59348,1.09858,2.12894,3.43796,1.43664,1.32095,1.9147,3.13942,1.21781,4.70964,4.56778,2.43832,1.83288,0.91178
ENSG00000157020.17,SEC13,77.0374,70.2112,67.1819,113.585,96.5717,85.1996,74.3385,25.4696,28.4338,36.3643,54.2304,48.8747,35.2288,36.7981,26.2256,37.7209,39.1735,31.5827,47.067,35.0003,75.4278,227.446,108.847,96.0123,101.049,67.9831,67.1334,65.6714,73.6892,65.7315,88.9553,44.4497,27.6181,45.5229,51.6545,42.0608,93.4806,80.2469,55.3278,92.1381,80.8732,38.9609,157.443,77.2919,71.5585,76.5032,80.6983,73.9079,61.0249,67.0436,93.3076,96.8994,81.8191,31.6267
ENSG00000157087.17,ATP2B2,0.142263,0.101088,0.468633,0.0844545,0.115533,0.11247,0.102821,12.834,36.0715,37.9751,165.127,164.747,74.9815,94.4319,16.9582,13.3097,37.2836,30.6203,4.14979,11.1475,0.162742,0.0346998,0.0365953,0.604242,2.42424,0.207328,0.132512,0.31952,0.142813,0.32045,3.11403,0.088204,0.0359012,0.065677,0.3518,14.8909,0.0777172,2.67889,1.98939,2.6338,0.0931058,0.0846825,6.00294,0.101937,0.353358,0.360616,0.165341,0.123208,0.0873588,1.40888,0.111561,2.62556,0.168019,0.027383
ENSG00000264534.3,MIR378B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216135.3,MIR885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236999.1,ATP2B2-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63251,0,0,0,0
ENSG00000224771.1,ATP2B2-IT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4297,0,0,0,0
ENSG00000226567.1,LINC00606,0,0,0,0,0,0,0,0.112221,0.161777,0.0626152,0.0168239,0.0216746,0.143894,0.123965,0.0836539,0.20042,0.160672,0.0672363,0.0897875,0.133728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34995,0,0,0,0
ENSG00000230599.2,AC018495.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196168,0,0,0,0
ENSG00000132164.9,SLC6A11,0.0178232,0.0368098,0.0146304,0.0177071,0.0456882,0.0227833,0.114433,8.34759,15.8438,6.15804,2.75152,4.7456,17.9786,15.3962,4.48471,33.1466,16.0553,3.44198,2.54971,45.3006,0.0574581,0.010742,0.00699304,0.371549,0.0875805,0.0208632,0.0162476,0.037952,8.59016,0.0352222,0.834666,0.0236749,0.00709198,0.00550679,0.0307271,0.0170762,0.0438124,0.110304,0.0088081,0.464875,0.026572,0.0685996,0.122463,0.434321,5.11701,4.28742,0.0232445,0.208326,0.0131277,2.29079,0.0293513,0.12541,1.17157,0.00951683
ENSG00000157103.10,SLC6A1,3.02824,1.97077,0.524806,2.85736,9.99248,7.52671,2.02197,85.6277,120.275,105.33,66.1683,85.5204,111.221,126.426,65.0378,64.8155,90.0457,86.072,58.4221,67.9536,1.51952,0.0222319,0.0301539,7.67695,5.16976,1.61043,1.06782,1.25728,14.0435,1.28227,2.04613,3.11306,1.45477,0.865878,2.61512,31.8042,3.39814,0.309805,0.963159,13.1429,3.29977,0.208549,4.53949,3.97568,2.55334,1.19498,1.31392,0.905422,0.547137,10.6275,1.21323,3.49459,3.90661,0.0290991
ENSG00000232287.2,SLC6A1-AS1,0.278881,0.134765,0,0.225574,0.69434,0.648955,0.194657,0.74876,0.798638,1.25027,0.371725,0.745261,1.41715,0.727093,0.954449,0.835023,0.808467,0.972278,1.15165,1.0018,0.0973812,0,0,0.376743,0.426366,0.122182,0.069774,0.0948697,0.409887,0.0825396,0.220103,0.228952,0.101999,0,0.0443283,0.370174,0.225727,0,0.0844192,1.02401,0.321106,0,0.150127,0.340888,0.115217,0.0671829,0.0921576,0,0,0.733405,0.0839855,0.352208,0.316254,0
ENSG00000196639.6,HRH1,7.53943,5.63184,0.612625,18.1968,8.144,10.3531,6.11602,2.35501,4.70869,1.01142,0.0871479,0.0991471,4.2417,5.24573,1.26093,1.71773,1.37459,0.731815,0.803699,0.544352,4.65322,12.5494,0.0173163,6.3177,7.73575,5.30823,4.00755,3.6637,2.74696,4.06528,7.32477,0.645733,0.386832,0.931263,1.87245,0.0628549,5.43059,1.96506,0.44814,13.5612,4.59956,0.148729,0.575316,2.36785,5.10345,5.70601,2.90635,0.836122,0.721444,0.953955,2.09362,4.7945,7.50421,0.032843
ENSG00000213964.3,CHCHD4P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197548.12,ATG7,10.0837,7.43,7.40087,11.0586,9.75862,10.2292,8.63097,3.59004,5.56572,3.88911,6.39875,6.28695,7.68282,8.09207,3.39631,3.90703,4.13014,3.20672,4.65778,3.47225,9.20603,17.212,9.12922,10.3077,10.4229,7.32834,5.81584,6.93694,7.5585,6.86221,10.6296,3.19983,2.20914,3.42188,4.43095,1.95581,10.5624,7.18004,3.42136,12.7855,9.25808,2.7698,5.40655,7.26905,10.3895,12.2013,6.6105,9.05462,5.2186,13.5542,8.11462,11.6837,9.16433,10.4714
ENSG00000226621.1,AC083855.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235240.1,AC026185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270531.1,RP11-169K17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144560.14,VGLL4,19.2464,16.7723,16.9969,38.5372,27.6028,35.89,18.7674,5.27896,6.84691,5.53724,9.82174,9.66963,8.57739,9.03049,4.87468,4.86211,6.34437,4.17499,6.08673,4.33441,20.4515,14.5143,18.8462,33.6467,35.8516,14.6914,11.8408,15.1162,15.5531,13.5716,23.222,7.84289,3.92577,8.11889,9.60138,2.64696,18.2736,20.6084,3.96813,34.8214,44.0907,4.87766,11.0676,14.7401,19.6311,20.4618,11.319,8.7556,9.37407,15.2499,27.2318,33.4745,24.7997,1.79185
ENSG00000271716.1,RP11-169K17.4,0.313953,0.164448,0.063103,0.147761,0.129804,0.18118,0.144132,0,0,0,0.497289,0.600328,0,0,0,0.054181,0,0,0,0,0.216881,0.0677236,0.0793272,0.128375,0.294591,0.160786,0.100287,0.147261,0,0.118911,0.248941,0.0246394,0,0,0.0594349,0,0.284886,0.0950265,0.0547123,0.263377,0.28487,0.0646845,0.127277,0.129363,0.175872,0.204981,0.202236,0.267263,0.0819985,0.203247,0.184459,0.274596,0.15728,0.114258
ENSG00000272483.1,RP11-169K17.3,0.626068,0.326909,0.126784,0.348566,0.359706,0.410461,0.364071,0.102362,0.0831008,0.0925375,1.383,1.50657,0.11632,0.0875218,0.113913,0.255902,0.077236,0.0956463,0.206745,0.12387,0.461627,0.0815079,0.117787,0.29789,0.705045,0.339202,0.199892,0.30497,0.0730645,0.245253,0.989124,0.068014,0.0310204,0.111211,0.318341,0,0.628677,0.1554,0.13151,0.56879,0.501319,0.103985,0.386036,0.354353,0.368453,0.401702,0.374544,0.791139,0.190441,0.52599,0.371602,0.507112,0.339206,0.427333
ENSG00000144559.10,TAMM41,7.68453,6.09248,5.33244,6.02807,6.44352,6.6655,8.8696,2.28065,2.85003,3.22638,6.73207,6.37166,3.47824,3.9453,2.49874,3.15288,4.21562,2.60438,3.30812,2.13053,8.22401,9.51586,11.304,10.2278,10.3865,5.80452,5.12369,5.05435,6.04561,4.96692,7.81068,3.11507,2.21518,3.30609,4.55135,2.25585,5.42479,5.71875,2.75319,11.9746,12.4366,2.52533,6.46859,6.97273,8.33871,8.86385,5.99772,7.16074,4.45641,7.04582,8.15902,9.71512,8.79971,1.43106
ENSG00000230342.2,FANCD2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126494,0,0,0,0
ENSG00000224263.1,CYCSP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225275.4,NUP210P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15209,0,0,0,0
ENSG00000231897.1,MARK2P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251038.1,AC090958.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263988.2,RN7SL147P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157152.16,SYN2,13.0754,16.3551,0.762055,0.620323,1.18263,0.721701,0.80452,59.3553,110.469,34.7648,117.083,93.4436,102.733,153.822,31.1034,32.4918,85.2297,20.8068,4.63547,5.2926,15.0641,0.490696,0.157203,3.73272,4.07405,3.95354,1.91557,2.30601,0.516814,2.00143,2.30909,0.736296,0.70071,1.20494,0.335124,0.0322185,2.36095,3.43087,1.21133,2.37272,3.85173,0.26667,6.58505,0.995766,3.47376,4.53847,1.22876,1.28961,2.22455,10.4903,0.743885,4.62195,2.20093,0.652049
ENSG00000226642.1,ACTG1P12,0.0687877,0.086476,0,0.0408275,0.0373587,0.0513675,0.0297909,0.0295944,0.0398291,0.0211662,0.190938,0.310555,0.0479266,0.0470418,0.0201064,0.0198757,0.0441719,0,0,0,0.070077,0.041243,0.0573099,0,0,0.0402509,0,0.0358964,0,0.0402579,0.0544844,0,0,0,0,0,0,0,0.0679313,0,0.0336144,0,0.0667717,0,0,0,0,0,0,0.705627,0,0.059051,0,0
ENSG00000157150.4,TIMP4,192.314,238.184,9.56189,66.6582,58.4058,46.7307,17.4525,7.08233,5.52199,4.53207,52.6841,86.7972,4.02847,4.47063,6.64484,7.04721,4.67761,4.30248,10.6077,9.20142,146.591,12.2875,0.10507,25.6047,13.163,19.7621,12.9095,30.8718,3.3183,28.8921,19.3935,17.9367,15.5761,1.48739,1.31792,0.416422,8.77028,10.4666,11.0411,36.6258,5.24762,2.4537,23.9785,8.47259,6.88776,9.28406,11.2467,5.03072,9.19556,1.32663,31.6642,11.4934,11.9692,0.696584
ENSG00000233026.1,MTCO1P5,0,0,0,0,0,0,0,0,0,0,0,0.130663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236062.1,GSTM5P1,0,0.0420425,0,0,0,0,0,0,0,0,0.651684,0.740269,0.0388943,0,0,0,0.0419889,0,0,0,0.0743139,0,0,0.0993702,0.105965,0,0,0,0,0,0,0,0,0,0,0,0,0.0574469,0,0,0,0,0,0,0,0,0,0,0,0.171135,0,0.0691761,0,0
ENSG00000132170.19,PPARG,111.145,100.821,2.81662,4.4123,11.6175,4.44729,15.3118,1.26742,1.83532,0.962483,2.77393,2.4248,1.8335,2.17504,1.34371,1.05849,1.54653,0.712427,1.47292,0.827065,71.2587,20.4223,0.309642,14.1074,8.17698,5.91594,21.578,3.98504,5.03297,3.61516,7.89623,5.21659,4.71655,7.85204,8.14741,3.55026,19.4561,4.96582,2.09687,13.7922,17.473,0.8927,0.456269,5.36489,4.71791,6.02375,9.23883,11.0259,10.4628,7.02336,18.5109,10.7558,9.38434,1.7768
ENSG00000225026.1,AC091492.2,0.386512,0.57631,0,0,0.13644,0,0.373955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320317,0,0,0,0,0,0.150284,0,0,0,0,0,0,0,0.0396051,0,0.426744,0,0,0,0.175118,0,0,0,0,0,0,0,0,0,0.146495,0,0.124762,0
